# lfs-telemetry telemetry schema=1.1
time_ms,ang_vel_x,ang_vel_y,ang_vel_z,heading,pitch,roll,accel_x,accel_y,accel_z,vel_x,vel_y,vel_z,pos_x,pos_y,pos_z,car,gear,speed_ms,rpm,throttle,brake,clutch,fuel,eng_temp_c,oil_temp_c,oil_pressure_bar,turbo_bar,og_flags,dash_lights,show_lights,og_player_id,current_lap_dist_m,indexed_distance_m,steer_torque_nm,engine_ang_vel_rads,max_torque_at_vel_nm,input_throttle,input_brake,input_steer,input_clutch,input_handbrake,ctx_track,wheel_RL_susp_deflect_m,wheel_RL_vertical_load_n,wheel_RL_slip_ratio,wheel_RL_tan_slip_angle,wheel_RL_x_force_n,wheel_RL_y_force_n,wheel_RL_ang_vel_rads,wheel_RL_lean_rel_road_rad,wheel_RL_air_temp_c,wheel_RL_slip_fraction,wheel_RL_touching,wheel_RL_steer_rad,wheel_RR_susp_deflect_m,wheel_RR_vertical_load_n,wheel_RR_slip_ratio,wheel_RR_tan_slip_angle,wheel_RR_x_force_n,wheel_RR_y_force_n,wheel_RR_ang_vel_rads,wheel_RR_lean_rel_road_rad,wheel_RR_air_temp_c,wheel_RR_slip_fraction,wheel_RR_touching,wheel_RR_steer_rad,wheel_FL_susp_deflect_m,wheel_FL_vertical_load_n,wheel_FL_slip_ratio,wheel_FL_tan_slip_angle,wheel_FL_x_force_n,wheel_FL_y_force_n,wheel_FL_ang_vel_rads,wheel_FL_lean_rel_road_rad,wheel_FL_air_temp_c,wheel_FL_slip_fraction,wheel_FL_touching,wheel_FL_steer_rad,wheel_FR_susp_deflect_m,wheel_FR_vertical_load_n,wheel_FR_slip_ratio,wheel_FR_tan_slip_angle,wheel_FR_x_force_n,wheel_FR_y_force_n,wheel_FR_ang_vel_rads,wheel_FR_lean_rel_road_rad,wheel_FR_air_temp_c,wheel_FR_slip_fraction,wheel_FR_touching,wheel_FR_steer_rad
31240,0.0,0.0,1.5221054776423388,0.0,0.0,0.11213047910295618,-11.05635299895269,22.0,9.81,35.83884777846752,0.0,0.0,462.07993350697143,486.5616576678601,0.0,FBM,4,35.83884777846752,5370.595560074493,0.0,0.9213627499127242,0.0,0.9031399999999999,88.012496,95.012496,4.526354962598194,0.0,0,0,0,1,1333.8534700216376,1333.8534700216376,5.654200483700929,562.4074518977329,220.0,0.0,0.9213627499127242,0.3397666101434971,0.0,0.0,BL1,0.012697157747463635,769.7157747463635,-0.00014714338645137434,0.10056961829997844,156.91423173572852,-769.7157747463635,119.44524776346293,-0.02,74.08589075897187,0.0007357169322568717,1,0.0,0.02166759607570013,1666.759607570013,0.0011147234613965787,0.1018314851478264,339.7855570729013,-1666.759607570013,119.595993943052,-0.02,76.12449041983285,0.005573617306982893,1,0.0,0.01833240392429987,1333.240392429987,0.0006393839082538287,0.10135614559468366,271.7943411853935,-1333.240392429987,119.53920853675811,-0.02,70.08589075897187,0.0031969195412691435,1,0.3397666101434971,0.027302842252536368,2230.2842252536366,0.002401287211743218,0.10311804889817304,454.6656665225663,-2230.2842252536366,119.7496904844052,-0.02,72.12449041983285,0.01200643605871609,1,0.3397666101434971
31250,0.0,0.0,1.5243441519343262,0.0,0.0,0.11213047910295618,-10.969622971950699,22.0,9.81,35.72868101104086,0.0,0.0,461.731847625944,486.48109660959847,0.0,FBM,4,35.72868101104086,5358.697549192413,0.0,0.9141352476625583,0.0,0.903125,88.0125,95.0125,4.5248604387991795,0.0,0,0,0,1,1334.2109859561085,1334.2109859561085,4.70474635998725,561.1614951117505,220.0,0.0,0.9141352476625583,0.3413155165651425,0.0,0.0,BL1,0.012719260200828059,771.9260200828058,0.0002809248482498654,0.09989249648940483,158.08219697678246,-771.9260200828058,119.1290602844402,-0.02,74.13179957873297,0.001404624241249327,1,0.0,0.021689698529064553,1668.9698529064553,0.0025538210454893046,0.10216539268664428,341.78718448585,-1668.9698529064553,119.39975222844814,-0.02,76.17969267812381,0.012769105227446523,1,0.0,0.018310301470935448,1331.0301470935447,0.004897125849322429,0.10450869749047739,272.58074533140643,-1331.0301470935447,119.67882952794076,-0.02,70.13179957873297,0.024485629246612142,1,0.3413155165651425,0.027280739799171942,2228.0739799171943,0.0034443786801871042,0.10305595032134207,456.285732840474,-2228.0739799171943,119.50581372728834,-0.02,72.17969267812381,0.017221893400935523,1,0.3413155165651425
31260,0.0,0.0,1.5265244085262608,0.0,0.0,0.11213047910295618,-10.882767266196325,22.0,9.81,35.6194553190285,0.0,0.0,461.3860922828906,486.39549402510204,0.0,FBM,4,35.6194553190285,5346.901174455079,0.0,0.9068972721830271,0.0,0.90311,88.012504,95.012504,4.52336529349049,0.0,0,0,0,1,1334.5673134406807,1334.5673134406807,4.305304220281261,559.926181637957,220.0,0.0,0.9068972721830271,0.34285182518459595,0.0,0.0,BL1,0.012741394682416838,774.1394682416839,-0.0016326629893256193,0.10143630004719054,159.2490777804563,-774.1394682416839,118.53766917543064,-0.02,74.17731628373812,0.008163314946628097,1,0.0,0.021711833010653332,1671.1833010653331,0.004612741992402354,0.10768170502891851,343.78094699296054,-1671.1833010653331,119.27919558775028,-0.02,76.2344272348457,0.02306370996201177,1,0.0,0.01828816698934667,1328.8166989346669,-0.004776389015184213,0.09829257402133194,273.35233833931215,-1328.8166989346669,118.16440981305286,-0.02,70.17731628373812,0.023881945075921066,1,0.34285182518459595,0.02725860531758316,2225.860531758316,0.0008966269604814064,0.10396558999699756,457.8842075518163,-2225.860531758316,118.83797560995069,-0.02,72.2344272348457,0.004483134802407032,1,0.34285182518459595
31270,0.0,0.0,1.528644575636876,0.0,0.0,0.11213047910295618,-10.79633996595959,22.0,9.81,35.511025665716936,0.0,0.0,461.042734256793,486.30489291971435,0.0,FBM,4,35.511025665716936,5335.190771897429,0.0,0.8996949971632991,0.0,0.903095,88.012508,95.012508,4.521869564050681,0.0,0,0,0,1,1334.92264286903,1334.92264286903,4.989494089388736,558.6998711497673,220.0,0.0,0.8996949971632991,0.3443763275162532,0.0,0.0,BL1,0.012763419988287564,776.3419988287566,0.0016254764459620215,0.10287391772472597,160.41228387196472,-776.3419988287566,118.56249333836172,-0.02,74.22250130595128,0.008127382229810107,1,0.0,0.021733858316524062,1673.385831652406,0.0010140504729213892,0.10226249175168534,345.764680333312,-1673.385831652406,118.49011879362395,-0.02,76.2887592710488,0.005070252364606946,1,0.0,0.01826614168347594,1326.614168347594,0.0013379365273243015,0.10258637780608826,274.1127091959437,-1326.614168347594,118.52845721359284,-0.02,70.22250130595128,0.006689682636621508,1,0.3443763275162532,0.027236580011712436,2223.6580011712435,-0.0015213264412646632,0.09972711483749928,459.465105657291,-2223.6580011712435,118.19000601138418,-0.02,72.2887592710488,0.007606632206323316,1,0.3443763275162532
31280,0.0,0.0,1.5307082783380033,0.0,0.0,0.11213047910295618,-10.709445404387097,22.0,9.81,35.40352851970931,0.0,0.0,460.7018383158756,486.20933696421895,0.0,FBM,4,35.40352851970931,5323.581080128606,0.0,0.8924537836989247,0.0,0.90308,88.012512,95.012512,4.520373287872909,0.0,0,0,0,1,1335.2768117192168,1335.2768117192168,4.38946361268446,557.4841070707215,220.0,0.0,0.8924537836989247,0.3458882981081054,0.0,0.0,BL1,0.012785564371970669,778.5564371970669,0.0009934110889741293,0.10839062253483756,161.57613662592212,-778.5564371970669,118.12899592509869,-0.02,74.26729778345445,0.004967055444870647,1,0.0,0.021756002700207163,1675.6002700207164,-0.0003508282277827038,0.10704638321808072,347.74231542416845,-1675.6002700207164,117.9703598751383,-0.02,76.34262757210308,0.001754141138913519,1,0.0,0.018243997299792838,1324.3997299792836,-0.002162490173943265,0.10523472127192016,274.85662117042125,-1324.3997299792836,117.75656245720842,-0.02,70.26729778345445,0.010812450869716326,1,0.3458882981081054,0.027214435628029332,2221.4435628029332,-0.0046170812175390305,0.10278013022832438,461.02279996866764,-2221.4435628029332,117.46689184382119,-0.02,72.34262757210308,0.023085406087695153,1,0.3458882981081054
31290,0.0,0.0,1.532714028473346,0.0,0.0,0.11213047910295618,-10.623369668214622,22.0,9.81,35.296836757629194,0.0,0.0,460.36346974502203,486.10887115526896,0.0,FBM,4,35.296836757629194,5312.058369823953,0.0,0.8852808056845518,0.0,0.903065,88.012516,95.012516,4.518876502364002,0.0,0,0,0,1,1335.6299853136845,1335.6299853136845,5.218162830699943,556.2774516693034,220.0,0.0,0.8852808056845518,0.3473884164743594,0.0,0.0,BL1,0.01280750008455285,780.750008455285,0.0012862113733837317,0.1036542066874959,162.7341054597745,-780.750008455285,117.8074531683711,-0.02,74.31175868432118,0.0064310568669186585,1,0.0,0.021777938412789345,1677.7938412789345,0.004742255763557378,0.10711025107766954,349.707687415393,-1677.7938412789345,118.2140779505947,-0.02,76.39608918316733,0.02371127881778689,1,0.0,0.018222061587210656,1322.2061587210655,-0.0004280311361733568,0.10193996417793881,275.59146223845386,-1322.2061587210655,117.60576204162832,-0.02,70.31175868432118,0.0021401556808667843,1,0.3473884164743594,0.02719249991544715,2219.249991544715,-0.0012060714526580315,0.10116192386145414,462.56504419407247,-2219.249991544715,117.51422083482228,-0.02,72.39608918316733,0.006030357263290157,1,0.3473884164743594
31300,0.0,0.0,1.5346650676828928,0.0,0.0,0.11213047910295618,-10.53647890534748,22.0,9.81,35.19106112634502,0.0,0.0,460.0276920375625,486.0035411524539,0.0,FBM,4,35.19106112634502,5300.634601645263,0.0,0.8780399087789567,0.0,0.9030499999999999,88.01252,95.01252,4.517379244943519,0.0,0,0,0,1,1335.9820350221344,1335.9820350221344,4.842914600077637,555.0811574630872,220.0,0.0,0.8780399087789567,0.3488761108221313,0.0,0.0,BL1,0.01282964350016629,782.964350016629,0.0016227768008220044,0.10294352162103136,163.8945344077077,-782.964350016629,117.4938945464572,-0.02,74.3558378640229,0.008113884004110023,1,0.0,0.021800081828402786,1680.0081828402786,0.0043502754395993454,0.10567102025980869,351.6688325872035,-1680.0081828402786,117.813839784188,-0.02,76.4490945289557,0.021751377197996725,1,0.0,0.018199918171597215,1319.9918171597214,0.00418886499492112,0.10550960981513047,276.3081668926329,-1319.9918171597214,117.79490576810431,-0.02,70.3558378640229,0.020944324974605598,1,0.3488761108221313,0.027170356499833712,2217.035649983371,0.003591460866012683,0.10491220568622203,464.08246507212874,-2217.035649983371,117.72482815071248,-0.02,72.4490945289557,0.017957304330063414,1,0.3488761108221313
31310,0.0,0.0,1.5365604393153267,0.0,0.0,0.11213047910295618,-10.450800531114623,22.0,9.81,35.086107179522244,0.0,0.0,459.69456884336404,485.89339384568535,0.0,FBM,4,35.086107179522244,5289.299575388402,0.0,0.8709000442595519,0.0,0.9030349999999999,88.012524,95.012524,4.515881553042817,0.0,0,0,0,1,1336.333083747909,1336.333083747909,4.278142464852113,553.8941562891939,220.0,0.0,0.8709000442595519,0.35035187721529376,0.0,0.0,BL1,0.012851477948237863,785.1477948237863,-0.005145324859515889,0.10330864544543325,165.04680228477707,-785.1477948237863,116.35192586675937,-0.02,74.39957467519906,0.025726624297579444,1,0.0,0.021821916276474358,1682.1916276474358,-0.007200670813260066,0.10125329949168907,353.6153967492777,-1682.1916276474358,116.11154557201249,-0.02,76.50168593849082,0.03600335406630033,1,0.0,0.018178083723525643,1317.8083723525642,-0.0025944285988296367,0.1058595417061195,277.017982238251,-1317.8083723525642,116.65026259878032,-0.02,70.39957467519906,0.012972142994148183,1,0.35035187721529376,0.027148522051762138,2214.852205176214,-0.0026965827314935522,0.10575738757345558,465.58657670275164,-2214.852205176214,116.6383152959554,-0.02,72.50168593849082,0.013482913657467762,1,0.35035187721529376
31320,0.0,0.0,1.5384026268034556,0.0,0.0,0.11213047910295618,-10.363954233111983,22.0,9.81,34.98204511572273,0.0,0.0,459.36416237976283,485.7784768458184,0.0,FBM,4,34.98204511572273,5278.060872498054,0.0,0.8636628527593319,0.0,0.9030199999999999,88.012528,95.012528,4.5143834641041165,0.0,0,0,0,1,1336.6830538104107,1336.6830538104107,6.145243066622472,552.717242074654,220.0,0.0,0.8636628527593319,0.3518153662461589,0.0,0.0,BL1,0.012873610032336395,787.3610032336395,0.0025392047190507944,0.10782465409793422,166.20341983235159,-787.3610032336395,116.90290563254209,-0.02,74.44293986844886,0.012696023595253972,1,0.0,0.02184404836057289,1684.4048360572888,0.0003212754756901572,0.10560672485457358,355.55970258257776,-1684.4048360572888,116.64427996302632,-0.02,76.55383206592582,0.0016063773784507859,1,0.0,0.018155951639427112,1315.5951639427112,-0.0026495043655607505,0.10263594501332267,277.7079566605082,-1315.5951639427112,116.2978667815746,-0.02,70.44293986844886,0.013247521827803753,1,0.3518153662461589,0.027126389967663603,2212.6389967663604,0.0005418381447922397,0.10582728752367566,467.06423941073433,-2212.6389967663604,116.6699990738309,-0.02,72.55383206592582,0.0027091907239611985,1,0.3518153662461589
31330,0.0,0.0,1.5401916022076634,0.0,0.0,0.11213047910295618,-10.27871601294379,22.0,9.81,34.878828094860005,0.0,0.0,459.0365345268307,485.6588388296609,0.0,FBM,4,34.878828094860005,5266.9134342448815,0.0,0.8565596677453158,0.0,0.903005,88.012532,95.012532,4.512885015579562,0.0,0,0,0,1,1337.032008901773,1337.032008901773,5.030221499898514,551.5498850705702,220.0,0.0,0.8565596677453158,0.35326682376341356,0.0,0.0,BL1,0.01289533231066672,789.5332310666721,-0.0011234090515287259,0.10797465062564214,167.3495380767531,-789.5332310666721,116.13214967890508,-0.02,74.48595296047499,0.00561704525764363,1,0.0,0.021865770638903215,1686.5770638903214,-0.004147402062937892,0.10495065761423297,357.48703343565455,-1686.5770638903214,115.78057190422176,-0.02,76.60555390305547,0.020737010314689462,1,0.0,0.018134229361096786,1313.4229361096786,-0.0029440563278609307,0.10615400334930992,278.3932493384898,-1313.4229361096786,115.92047620099653,-0.02,70.48595296047499,0.014720281639304653,1,0.35326682376341356,0.027104667689333277,2210.466768933328,-0.0007608342414748758,0.10833722543569599,468.53074469739124,-2210.466768933328,116.17430362714306,-0.02,72.60555390305547,0.0038041712073743792,1,0.35326682376341356
31340,0.0,0.0,1.5419286679860098,0.0,0.0,0.11213047910295618,-10.191952863783982,22.0,9.81,34.77647079546385,0.0,0.0,458.7117462271011,485.53452932697684,0.0,FBM,4,34.77647079546385,5255.858845910096,0.0,0.8493294053153319,0.0,0.90299,88.012536,95.012536,4.511386244930289,0.0,0,0,0,1,1337.3799387755455,1337.3799387755455,4.501783149521847,550.3922512872028,220.0,0.0,0.8493294053153319,0.35470618673292975,0.0,0.0,BL1,0.012917443204948016,791.7443204948016,-0.0036034898552877955,0.1054408996471717,168.5019652740994,-791.7443204948016,115.50384711916563,-0.02,74.5286078352234,0.018017449276438977,1,0.0,0.02188788153318451,1688.788153318451,-0.0025923520996996275,0.10645203740275987,359.4141636380004,-1688.788153318451,115.6210597945903,-0.02,76.65684495562098,0.012961760498498138,1,0.0,0.018112118466815492,1311.211846681549,-0.003867424018583614,0.10517696548387588,279.0569724812731,-1311.211846681549,115.47325145675968,-0.02,70.5286078352234,0.019337120092918072,1,0.35470618673292975,0.027082556795051983,2208.2556795051983,-0.0056272379109852735,0.10341715159147422,469.96917084517406,-2208.2556795051983,115.2692510686445,-0.02,72.65684495562098,0.028136189554926368,1,0.35470618673292975
31350,0.0,0.0,1.543615169220044,0.0,0.0,0.11213047910295618,-10.107194623790505,22.0,9.81,34.674989037584325,0.0,0.0,458.3898574627918,485.40559868714644,0.0,FBM,4,34.674989037584325,5244.898816059107,0.0,0.8422662186492088,0.0,0.902975,88.01254,95.01254,4.509887189625487,0.0,0,0,0,1,1337.7268317121504,1337.7268317121504,5.791086727773874,549.2445196451031,220.0,0.0,0.8422662186492088,0.35613338883468193,0.0,0.0,BL1,0.012939043164171635,793.9043164171636,-0.009376215007665084,0.10308844841825027,169.64150076967564,-793.9043164171636,114.4995629499317,-0.02,74.57089790100653,0.04688107503832542,1,0.0,0.021909481492408133,1690.948149240813,-0.007750580360286538,0.10471408306562881,361.3218568397185,-1690.948149240813,114.68745916185492,-0.02,76.70769823401463,0.03875290180143269,1,0.0,0.018090518507591868,1309.051850759187,-0.0047924494237437075,0.10767221400217164,279.7182430627089,-1309.051850759187,115.02936968784279,-0.02,70.57089790100653,0.023962247118718537,1,0.35613338883468193,0.027060956835828365,2206.0956835828365,-0.007223148720251206,0.10524151470566415,471.3985991327518,-2206.0956835828365,114.74842144964259,-0.02,72.70769823401463,0.03611574360125603,1,0.35613338883468193
31360,0.0,0.0,1.5452507588981599,0.0,0.0,0.11213047910295618,-10.020551335115613,22.0,9.81,34.57432690298804,0.0,0.0,458.0709279044372,485.2720983317639,0.0,FBM,4,34.57432690298804,5234.027305522708,0.0,0.8350459445929678,0.0,0.90296,88.012544,95.012544,4.508387887141459,0.0,0,0,0,1,1338.0727607745885,1338.0727607745885,4.998923506867156,548.1060577239506,220.0,0.0,0.8350459445929678,0.35754871254245324,0.0,0.0,BL1,0.012961123512967477,796.1123512967478,0.004071687536414208,0.1050074266733174,170.78936774717843,-796.1123512967478,115.71700919639616,-0.02,74.61284645708832,0.020358437682071042,1,0.0,0.02193156184120397,1693.156184120397,0.007841390523932883,0.10877712966083607,363.2314882593245,-1693.156184120397,116.1514590077883,-0.02,76.75813873234304,0.03920695261966442,1,0.0,0.01806843815879603,1306.843815879603,0.007668451997615305,0.1086041911345185,280.3561943170913,-1306.843815879603,116.13152823064489,-0.02,70.61284645708832,0.03834225998807653,1,0.35754871254245324,0.027038876487032522,2203.887648703252,0.007157570624791443,0.10809330976169464,472.7983148292373,-2203.887648703252,116.07265029866936,-0.02,72.75813873234304,0.035787853123957214,1,0.35754871254245324
31370,0.0,0.0,1.546838644211149,0.0,0.0,0.11213047910295618,-9.936154842544198,22.0,9.81,34.47457801088201,0.0,0.0,457.75501551561626,485.13408016088664,0.0,FBM,4,34.47457801088201,5223.254425175257,0.0,0.8280129035453498,0.0,0.902945,88.012548,95.012548,4.506888374960688,0.0,0,0,0,1,1338.4176232579218,1338.4176232579218,5.929358851831509,546.9779243320321,220.0,0.0,0.8280129035453498,0.35895172233241185,0.0,0.0,BL1,0.0129826312837553,798.2631283755301,0.008770913548599324,0.11112800437472264,171.9227548829134,-798.2631283755301,115.92317184746635,-0.02,74.65441449546583,0.04385456774299662,1,0.0,0.021953069611991796,1695.3069611991796,0.00729839592782237,0.10965548675394568,365.1200121627437,-1695.3069611991796,115.75395710216677,-0.02,76.8081248294603,0.036491979639111854,1,0.0,0.018046930388008205,1304.6930388008204,0.0061263037411465405,0.10848339456726985,280.9930880355976,-1304.6930388008204,115.61926582374844,-0.02,70.65441449546583,0.0306315187057327,1,0.35895172233241185,0.027017368716244702,2201.73687162447,0.005856299188097201,0.10821339001422052,474.1903453154279,-2201.73687162447,115.5882381803238,-0.02,72.8081248294603,0.029281495940486003,1,0.35895172233241185
31380,0.0,0.0,1.5483763946384506,0.0,0.0,0.11213047910295618,-9.84982130560681,22.0,9.81,34.37560380613716,0.0,0.0,457.44217867047917,484.9915974530645,0.0,FBM,4,34.37560380613716,5212.565211062813,0.0,0.8208184421339008,0.0,0.90293,88.012552,95.012552,4.5053886905709035,0.0,0,0,0,1,1338.7615871924324,1338.7615871924324,5.038449122002425,545.8585524477554,220.0,0.0,0.8208184421339008,0.36034308595609665,0.0,0.0,BL1,0.013004632694799487,800.4632694799487,0.004064785040235627,0.10948054155592793,173.0648428313468,-800.4632694799487,115.05111082079137,-0.02,74.69565974744285,0.020323925201178136,1,0.0,0.02197507102303598,1697.507102303598,0.005027217875270568,0.11044297439096287,367.010968605882,-1697.507102303598,115.1613915202153,-0.02,76.85771826317942,0.02513608937635284,1,0.0,0.01802492897696402,1302.492897696402,0.0028323539196228784,0.10824811043531518,281.606586115092,-1302.492897696402,114.90989227438958,-0.02,70.69565974744285,0.014161769598114392,1,0.36034308595609665,0.026995367305200513,2199.536730520051,5.6307805367665584e-05,0.10547206432105997,475.5527118896271,-2199.536730520051,114.5917980698189,-0.02,72.85771826317942,0.0002815390268383279,1,0.36034308595609665
31390,0.0,0.0,1.54986937746077,0.0,0.0,0.11213047910295618,-9.763369617141038,22.0,9.81,34.27758158476988,0.0,0.0,457.1324732573445,484.844703555965,0.0,FBM,4,34.27758158476988,5201.978811155146,0.0,0.8136141347617531,0.0,0.9029149999999999,88.012556,95.012556,4.503888871464134,0.0,0,0,0,1,1339.104454695902,1339.104454695902,5.155381003317666,544.7499472418257,220.0,0.0,0.8136141347617531,0.3617219898966043,0.0,0.0,BL1,0.01302666421581523,802.666421581523,0.00999190251083568,0.1086475197200979,174.2052571425931,-798.851065562524,115.40026612757373,-0.02,74.73650833967922,0.049959512554178395,1,0.0,0.021997102544051725,1699.7102544051722,0.009096622326950002,0.10775223953621223,368.8935452826615,-1691.630933313203,115.29797266242582,-0.02,76.90684027905884,0.04548311163475001,1,0.0,0.018002897455948276,1300.2897455948278,0.010438722304564215,0.10909433951382644,282.2060365312263,-1294.109010766625,115.45131913401778,-0.02,70.73650833967922,0.05219361152282108,1,0.3617219898966043,0.02697333578418477,2197.333578418477,0.012254039495677679,0.1109096567049399,476.8943246712946,-2186.888878517304,115.65873474441987,-0.02,72.90684027905884,0.0612701974783884,1,0.3617219898966043
31400,0.0,0.0,1.5513141233005527,0.0,0.0,0.11213047910295618,-9.679829622643155,22.0,9.81,34.180336413794336,0.0,0.0,456.8259558652444,484.6934533391843,0.0,FBM,4,34.180336413794336,5191.476332689788,0.0,0.8066524685535962,0.0,0.9028999999999999,88.01256,95.01256,4.502388955135781,0.0,0,0,0,1,1339.446433535174,1339.446433535174,5.618754724619795,543.650130268784,220.0,0.0,0.8066524685535962,0.3630892579920848,0.0,0.0,BL1,0.013047953714922744,804.7953714922743,0.002791437863460158,0.11266444374392755,175.32753256235645,-794.1164196877695,114.25249566348536,-0.02,74.77703316091902,0.01395718931730079,1,0.0,0.022018392043159238,1701.8392043159238,-0.003065078686935505,0.10680792719353188,370.75172035014526,-1679.2572418871289,113.58523664380044,-0.02,76.95556870887152,0.015325393434677526,1,0.0,0.017981607956840763,1298.1607956840762,-0.0032983586606739673,0.10657464721979343,282.80894403560734,-1280.9353032636827,113.55865801719716,-0.02,70.77703316091902,0.016491793303369837,1,0.3630892579920848,0.02695204628507726,2195.204628507726,0.0021402157621282026,0.1120132216425956,478.2331318233962,-2166.0761254630424,114.17829902847328,-0.02,72.95556870887152,0.010701078810641012,1,0.3630892579920848
31410,0.0,0.0,1.5527145611251667,0.0,0.0,0.11213047910295618,-9.593579435367872,22.0,9.81,34.08398499231701,0.0,0.0,456.52268113369814,484.5379019312796,0.0,FBM,4,34.08398499231701,5181.070379170238,0.0,0.7994649529473227,0.0,0.9028849999999999,88.012564,95.012564,4.500888979083674,0.0,0,0,0,1,1339.7873971975973,1339.7873971975973,5.763275262966886,542.5604213644301,220.0,0.0,0.7994649529473227,0.3644443715076554,0.0,0.0,BL1,0.01306993388497251,806.993388497251,0.019075464621176205,0.11324996399791964,176.46251896902828,-789.1901301085691,115.78050947395552,-0.02,74.81718558653458,0.09537732310588103,1,0.0,0.022040372213209,1704.0372213209002,0.01586217490849474,0.1100366742852382,372.6160644899682,-1666.4440819129052,115.41543707947886,-0.02,77.0038518155805,0.07931087454247371,1,0.0,0.017959627786791,1295.9627786790998,0.015097308507826725,0.10927180788457017,283.3838042238115,-1267.372259178187,115.3285380964072,-0.02,70.81718558653458,0.07548654253913363,1,0.3644443715076554,0.02693006611502749,2193.006611502749,0.016009986090107436,0.11018448546685088,479.5373497447514,-2144.626210982523,115.43223039313148,-0.02,73.0038518155805,0.08004993045053718,1,0.3644443715076554
31420,0.0,0.0,1.5540699938882139,0.0,0.0,0.11213047910295618,-9.510638399408577,22.0,9.81,33.98846482508698,0.0,0.0,456.22270335291824,484.3781054821482,0.0,FBM,4,33.98846482508698,5170.754201109394,0.0,0.7925531999507148,0.0,0.90287,88.012568,95.012568,4.499388980807136,0.0,0,0,0,1,1340.1274231288232,1340.1274231288232,5.871056298986613,541.4801137241277,220.0,0.0,0.7925531999507148,0.3657876286877542,0.0,0.0,BL1,0.013091070744289352,809.1070744289353,-0.0012095262807386993,0.10966440940240367,177.57681486590792,-784.4163925888854,113.15784961213025,-0.02,74.85699165621376,0.0060476314036934965,1,0.0,0.022061509072525846,1706.1509072525846,0.0023745015674813802,0.11324843725062375,374.45333672843003,-1654.086068675047,113.56390162696812,-0.02,77.0517174283403,0.011872507837406902,1,0.0,0.017938490927474154,1293.8490927474154,-0.0027306135702601124,0.10814332211288226,283.9643949095276,-1254.3660412358327,112.98551820601095,-0.02,70.85699165621376,0.013653067851300563,1,0.3657876286877542,0.026908929255710645,2190.8929255710646,-0.004155789873935495,0.10671814580920687,480.8409167720497,-2124.035717321994,112.82405302378757,-0.02,73.0517174283403,0.020778949369677474,1,0.3657876286877542
31430,0.0,0.0,1.5553812254707071,0.0,0.0,0.11213047910295618,-9.42461984707812,22.0,9.81,33.89377222432884,0.0,0.0,455.9260759199338,484.2141208927488,0.0,FBM,4,33.89377222432884,5160.527400227515,0.0,0.78538498725651,0.0,0.902855,88.012572,95.012572,4.497888997806046,0.0,0,0,0,1,1340.466521886897,1340.466521886897,5.461915332810931,540.4091656401198,220.0,0.0,0.78538498725651,0.3671190601450397,0.0,0.0,BL1,0.013112991884026984,811.2991884026984,0.0012408232377167485,0.11010057452244858,178.70603732569927,-779.4277709417371,113.11942801506224,-0.02,74.89645290652965,0.006204116188583742,1,0.0,0.02208343021226348,1708.343021226348,0.0014147460280071497,0.11027449731273897,376.29917061477266,-1641.2317577438566,113.13907767985798,-0.02,77.09916726739988,0.007073730140035749,1,0.0,0.017916569787736522,1291.656978773652,0.0033390442657541815,0.11219879555048601,284.5151376462988,-1240.9149844818676,113.35648343373089,-0.02,70.89645290652965,0.016695221328770906,1,0.3671190601450397,0.02688700811597302,2188.7008115973017,0.0015954172495570929,0.11045516853428893,482.1082709353722,-2102.7189712839872,113.15948977729367,-0.02,73.09916726739988,0.007977086247785464,1,0.3671190601450397
31440,0.0,0.0,1.556650963148746,0.0,0.0,0.11213047910295618,-9.341417753214643,22.0,9.81,33.799972428145416,0.0,0.0,455.6328507318117,484.0460054482914,0.0,FBM,4,33.799972428145416,5150.397022239706,0.0,0.7784514794345535,0.0,0.90284,88.012576,95.012576,4.496389067579901,0.0,0,0,0,1,1340.8046272415725,1340.8046272415725,5.79088433580092,539.3483149379668,220.0,0.0,0.7784514794345535,0.36843839833490855,0.0,0.0,BL1,0.013134195271861712,813.4195271861712,-0.0031529829339251945,0.1093674261362484,179.8169926624869,-774.5659135645627,112.3113389730411,-0.02,74.93554215493941,0.01576491466962597,1,0.0,0.022104633600098206,1710.4633600098205,-0.0010842953974768408,0.11143611367269676,378.1202284635386,-1628.7617530498374,112.54441091202246,-0.02,77.14617254494887,0.005421476987384204,1,0.0,0.017895366399901795,1289.5366399901795,-0.0006224132577381605,0.11189799581243544,285.0688885392968,-1227.9409237742123,112.59644959064985,-0.02,70.93554215493941,0.0031120662886908023,1,0.36843839833490855,0.026865804728138286,2186.5804728138287,-0.001308204437868913,0.11121220463230469,483.3721243403484,-2082.136763259487,112.51918384738356,-0.02,73.14617254494887,0.006541022189344566,1,0.36843839833490855
